date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:18:37	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:36%20GMT	https://nhuhuy-tuyetmai.iwedding.info/templates/template19/img/youtube-play.png	C:/My%20Web%20Sites/anh%20cuoi/nhuhuy-tuyetmai.iwedding.info/templates/template19/img/youtube-play.png	(from https://nhuhuy-tuyetmai.iwedding.info/templates/template19/css/libs.css?v=20240713)
21:18:37	8476/8476	---M--	200	added ('OK')	image/gif	etag:%2264454cb0-211c%22	https://nhuhuy-tuyetmai.iwedding.info/templates/template19/images/loading.gif	C:/My%20Web%20Sites/anh%20cuoi/nhuhuy-tuyetmai.iwedding.info/templates/template19/images/loading.gif	(from https://nhuhuy-tuyetmai.iwedding.info/templates/template19/css/libs.css?v=20240713)
21:18:38	315/315	---MCZ	200	added ('OK')	text/html	etag:W/%2264454cb0-13b%22	https://nhuhuy-tuyetmai.iwedding.info/templates/template19/css/owl.video.play.html	C:/My%20Web%20Sites/anh%20cuoi/nhuhuy-tuyetmai.iwedding.info/templates/template19/css/owl.video.play.html	(from https://nhuhuy-tuyetmai.iwedding.info/templates/template19/css/owl.carousel.min.css?v=20240713)
21:18:38	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:37%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/our-story-background-img.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/our-story-background-img.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:38	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:38%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/our-story-background-img%402x.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/our-story-background-img@2x.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:38	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:38%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/invitation-background.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/invitation-background.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:39	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:38%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/invitation-background%402x.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/invitation-background@2x.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:39	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:38%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/bridesmaids-background.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/bridesmaids-background.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:39	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:39%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/bridesmaids-background%402x.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/bridesmaids-background@2x.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:39	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:39%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/groomsmen-background.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/groomsmen-background.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:39	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:39%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/groomsmen-background%402x.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/groomsmen-background@2x.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:40	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:39%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/gift-background-img.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/gift-background-img.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:40	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:40%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/gift-background-img%402x.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/gift-background-img@2x.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:40	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:40%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/menu.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/menu.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:40	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:40%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/menu%402x.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/menu@2x.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:41	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:40%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/gallery-img3.jpg	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/gallery-img3.jpg	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:41	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:41%20GMT	https://thiepcuoionline.huythanhjewelry.vn/css/owl.video.play.html	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/css/owl.video.play.html	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:41	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:41%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/neela-pattern.png	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/neela-pattern.png	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:41	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:41%20GMT	https://thiepcuoionline.huythanhjewelry.vn/images/loading.gif	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/loading.gif	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:42	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:41%20GMT	https://thiepcuoionline.huythanhjewelry.vn/img/searchicon.png	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/img/searchicon.png	(from https://thiepcuoionline.huythanhjewelry.vn/css/style.css?v=0.0.6)
21:18:42	194699/194699	---M-Z	200	added ('OK')	text/css	etag:W/%222f88b-Yz6bIW1g1A6raHMXUTTpNbVU+JE%22	https://cdn.jsdelivr.net/npm/bootstrap@5.2.0/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/anh%20cuoi/cdn.jsdelivr.net/npm/bootstrap@5.2.0/dist/css/bootstrap.min.css	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/rsvp)
21:18:43	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/anh%20cuoi/code.jquery.com/jquery-3.6.0.min.js	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/rsvp)
21:18:44	365905/365905	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202025%2014:18:43%20GMT	https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview.html	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/rsvp)
21:18:44	61/61	---MCZ	200	added ('OK')	text/plain	etag:W/%2263c75cfe-2f%22	https://nhuhuy-tuyetmai.iwedding.info/robots.txt		(from https://nhuhuy-tuyetmai.iwedding.info/templates/template19/css/libs.css?v=20240713)
21:18:45	100361/100361	---M--	200	added ('OK')	image/gif	etag:%2263c75cfe-18809%22	https://nhuhuy-tuyetmai.iwedding.info/album/heart.gif	C:/My%20Web%20Sites/anh%20cuoi/nhuhuy-tuyetmai.iwedding.info/album/heart.gif	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/rsvp)
21:18:45	103290/103290	---M--	200	added ('OK')	image/png	etag:%226715b051-1937a%22	https://thiepcuoionline.huythanhjewelry.vn/images/logo.png?v=1739974723	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/logo8fc6.png	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview)
21:18:45	15289/15289	---M--	200	added ('OK')	image/png	etag:%226710ca33-3bb9%22	https://thiepcuoionline.huythanhjewelry.vn/images/story.png	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/story.png	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview)
21:18:45	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:45%20GMT	https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/%22/img/banner.jpg%22	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/_/img/banner.jpg_	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview)
21:18:46	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Feb%202025%2014:18:45%20GMT	https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/%22/images/large.webp%22	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/_/images/large.webp_	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview)
21:18:46	53530/53530	---M--	200	added ('OK')	image/png	etag:%2267133622-d11a%22	https://thiepcuoionline.huythanhjewelry.vn/images/album1.png	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/album1.png	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview)
21:18:46	25048/25048	---M--	200	added ('OK')	image/png	etag:%226711df0e-61d8%22	https://thiepcuoionline.huythanhjewelry.vn/images/event.png	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/event.png	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview)
21:18:46	4465/4465	---M--	200	added ('OK')	image/png	etag:%226710c798-1171%22	https://thiepcuoionline.huythanhjewelry.vn/images/qr.png	C:/My%20Web%20Sites/anh%20cuoi/thiepcuoionline.huythanhjewelry.vn/images/qr.png	(from https://thiepcuoionline.huythanhjewelry.vn/toan-ngoc-22022025-1730/preview)
